rank,name,mean
species,Paenibacillus polymyxa,13.59
species,Dickeya dadantii,7
species,Spirochaeta thermophila,2
species,Gloeothece verrucosa,3
species,Sulfurimonas autotrophica,4
species,Thermoanaerobacter wiegelii,4
species,Mesotoga prima,2
species,Streptomyces violaceusniger,6
species,Sphingobium chlorophenolicum,3
species,Methanolacinia petrolearia,2
species,Vulcanisaeta distributa,1
species,Mycoplasmopsis fermentans,2
species,Ferrimonas balearica,7
species,Pantoea vagans,7
species,Thermococcus barophilus,1
species,Thermococcus sp. AM4,1
species,Eubacterium callanderi,5
species,Ferroplasma acidarmanus,1
species,Parvularcula bermudensis,1
species,Dokdonia sp. MED134,3
species,Polaribacter sp. MED152,2
species,Maribacter sp. HTCC2170,2
species,Psychromonas sp. CNPT3,10
species,Psychroflexus torquis,3
species,Phaeobacter inhibens,4
species,Roseobacter litoralis,1
species,Octadecabacter antarcticus,2
species,Octadecabacter arcticus,2
species,Pseudomonas coronafaciens,5
species,Enterococcus casseliflavus,5
species,Mycobacterium kansasii,1
species,Fusobacterium animalis,4.94
species,Gardnerella vaginalis,2
species,Synechococcus sp. WH 8109,2
species,Fusobacterium vincentii,4.93
species,Prevotella sp. oral taxon 299,4
species,Filifactor alocis,4
species,Streptococcus parasanguinis,4
species,Rothia dentocariosa,3
species,[Enterobacter] lignolyticus,7
species,Ketogulonicigenium vulgare,5
species,Bifidobacterium bifidum,2.75
species,Halanaerobium praevalens,4
species,Stigmatella aurantiaca,2
species,Ilyobacter polytropus,8
species,Rubinisphaera brasiliensis,2
species,Achromobacter xylosoxidans,3.05
species,Bacillus atrophaeus,7.93
species,Rhodomicrobium vannielii,2
species,Pseudofrankia inefficax,3
species,Marinobacter adhaerens,3
species,Caldicellulosiruptor owensensis,3
species,Caldicellulosiruptor hydrothermalis,3
species,Leadbetterella byssophila,3
species,Halanaerobium hydrogeniformans,4
species,Caldicellulosiruptor acetigenus,3
species,Caldicellulosiruptor kronotskyensis,3
species,Rickettsia sibirica,1
species,Heyndrickxia coagulans,9.65
species,Borreliella valaisiana,1
species,Verrucomicrobium spinosum,4
species,Alteromonas macleodii,5
species,Rhizobium sp. Kim5,3
species,Rhizobium phaseoli,3
species,Rhizobium sp. CIAT894,3
species,Halogeometricum borinquense,1.5
species,Enterococcus faecium,6
species,Geobacillus sp. Y412MC52,8
species,Asticcacaulis excentricus,3
species,Thermoanaerobacter brockii,4
species,Pantoea sp. At-9b,7
species,Mesorhizobium opportunistum,2
species,Serratia plymuthica,7
species,Paracidovorax avenae,3
species,Pseudodesulfovibrio aespoeensis,2
species,Streptomyces sp. SirexAA-E,6
species,Evansella cellulosilytica,10
species,Corynebacterium resistens,3
species,Candidatus Protofrankia datiscae,2
species,Desulfurispirillum indicum,3
species,Micromonospora sp. L5,3
species,Ethanoligenens harbinense,3
species,Parageobacillus thermoglucosidasius,10
species,Cellulosilyticum lentocellum,11
species,Granulicella mallensis,1
species,Granulicella tundricola,1
species,Alicycliphilus denitrificans,3
species,Mycoplasma suis,1
species,Synechococcus sp. CB0101,3
species,Corynebacterium variabile,6
species,Methanothermococcus okinawensis,2
species,Ruminococcus albus,4
species,Terriglobus saanensis,1
species,Komagataeibacter medellinensis,5
species,Methylovorus sp. MP688,2
species,Paludibacter propionicigenes,3
species,Riemerella anatipestifer,2.98
species,Mycoplasma leachii,2
species,Mycoplasmopsis bovis,1.95
species,Calditerrivibrio nitroreducens,2
species,Marivirga tractuosa,2
species,Candidatus Liberibacter solanacearum,3
species,Sulfuricurvum kujiense,3
species,Oceanithermus profundus,2
species,Pseudoalteromonas sp. SM9913,8
species,Vibrio furnissii,9.5
species,Mycolicibacterium gilvum,2
species,Intrasporangium calvum,2
species,Thermaerobacter marianensis,2
species,Variovorax paradoxus,1.88
species,Thermovibrio ammonificans,3
species,Staphylococcus pseudintermedius,5.89
species,Mesorhizobium ciceri,2
species,Pseudoxanthomonas suwonensis,1.5
species,Candidatus Blochmanniella vafra,1
species,Bacteroides helcogenes,5
species,Nitratifractor salsuginis,2
species,Cellulophaga algicola,5
species,Isosphaera pallida,3
species,Deinococcus maricopensis,4
species,Desulfobulbus propionicus,2
species,Mycoplasma haemofelis,1
species,Thermus scotoductus,1
species,Rahnella aceris,7
species,Streptococcus parauberis,5.41
species,Pseudodesulfovibrio mercurii,2
species,Weeksella virosa,5
species,Pseudarthrobacter phenanthrenivorans,4
species,Thermoanaerobacterium xylanolyticum,5
species,Vulcanisaeta moutnovskia,1
species,Sphaerochaeta globosa,4
species,Odoribacter splanchnicus,4
species,Deinococcus proteolyticus,3
species,Phocaeicola salanitronis,6
species,Cellulophaga lytica,4
species,Syntrophobotulus glycolicus,4
species,Pseudopedobacter saltans,4
species,Desulfurobacterium thermolithotrophum,2
species,Acinetobacter pittii,5.94
species,Lactobacillus amylovorus,4.57
species,Methanobacterium lacus,2
species,Chlamydia psittaci,1
species,Xanthomonas perforans,2
species,Polymorphum gilvum,2
species,Marinomonas mediterranea,7
species,Aerococcus sp. Group 1,4
species,Thermoproteus uzoniensis,1
species,Prevotella denticola,4
species,Acetobacter aceti,3.33
species,Bordetella pertussis,3
species,Hippea maritima,2
species,Fluviicola taffensis,2
species,Archaeoglobus veneficus,1
species,Burkholderia gladioli,5
species,Pseudomonas brassicacearum,5
species,Candidatus Pelagibacter sp. IMCC9063,1
species,Treponema succinifaciens,4
species,Desulfobacca acetoxidans,1
species,Coriobacterium glomerans,2
species,Marinithermus hydrothermalis,3
species,Bacillus amyloliquefaciens,8.99
species,Francisella hispaniensis,3
species,Carnobacterium sp. 17-4,8
species,Bordetella bronchiseptica,3
species,Bordetella parapertussis,3
species,Listeria innocua,5.95
species,Corynebacterium diphtheriae,5
species,Mycoplasmopsis pulmonis,1
species,Pyrococcus abyssi,1
species,Parasynechococcus marenigrum,2
species,Cupriavidus metallidurans,4
species,Vibrio parahaemolyticus,11.68
species,Rhodopirellula baltica,1
species,Wolinella succinogenes,3
species,Photorhabdus laumondii,7
species,Bdellovibrio bacteriovorus,1.87
species,Borreliella bavariensis,1
species,Arthrobacter sp. FB24,5
species,Photobacterium profundum,15
species,Deinococcus geothermalis,4
species,Neisseria lactamica,4
species,Croceibacter atlanticus,2
species,Nitrosospira multiformis,1
species,Aeromonas salmonicida,9.73
species,Bartonella tribocorum,2
species,Acetoanaerobium sticklandii,6
species,Photorhabdus asymbiotica,7
species,Aliivibrio salmonicida,12.5
species,Trichormus azollae,4
species,Mobiluncus curtisii,2
species,Erwinia billingiae,7
species,Methanohalobium evestigatum,2
species,Prescottella equi,4.61
species,Acinetobacter oleivorans,6
species,Amycolatopsis mediterranei,4
species,Leuconostoc gasicomitatum,4
species,Halomonas elongata,4
species,Halalkalicoccus jeotgali,1
species,Glutamicibacter arilaitensis,5.5
species,Mycetohabitans rhizoxinica,3
species,Anaerolinea thermophila,2
species,Helicobacter felis,2
species,Microbacterium testaceum,2.67
species,Acidiphilium multivorum,2
species,Paracoccus denitrificans,3
species,Shewanella sp. ANA-3,9
species,Trichormus variabilis,4
species,Aeromonas veronii,9.96
species,Chlamydia pecorum,1
species,Micromonospora maris,3
species,Ectopseudomonas mendocina,4
species,Methanothrix soehngenii,2
species,Metallosphaera cuprina,1
species,Parasphaerochaeta coccoides,3
species,Selenomonas sputigena,4
species,Pusillimonas sp. T7-7,2
species,Gallibacterium anatis,6
species,Haemophilus parainfluenzae,6
species,Halobacteriovorax marinus,2
species,Lentilactobacillus buchneri,4.5
species,Pyrococcus sp. NA2,1
species,Lacinutrix sp. 5H-3-7-4,2
species,Dokdonia sp. 4H-3-7-5,3
species,Porphyromonas asaccharolytica,2
species,Thermodesulfobium narugense,2
species,Treponema brennaborense,4
species,Desulfocurvibacter africanus,3
species,Cellulomonas fimi,2
species,Haliscomenobacter hydrossis,2
species,Acidianus hospitalis,1
species,Tepidanaerobacter acetatoxydans,2
species,Mahella australiensis,3
species,Alteromonas naphthalenivorans,5
species,Hydrogenobaculum sp. 3684,2
species,Pseudomonas fulva,6.5
species,Acidithiobacillus ferrivorans,2
species,Mycolicibacter sinensis,2
species,Hoyosella subflava,3
species,Serratia sp. AS12,7
species,Marinomonas posidonica,8
species,Leadbettera azotonutricia,2
species,Delftia sp. Cs1-4,5
species,Methanotorris igneus,2
species,Desulfotomaculum nigrificans,8
species,Methylomonas methanica,3
species,Desulfofundulus kuznetsovii,3
species,Methanobacterium paludis,3
species,Lactobacillus kefiranofaciens,4.33
species,Serratia sp. AS13,7
species,Thiomicrospira cyclica,2
species,Hydrogenobaculum sp. SHO,2
species,Desulforamulus ruminis,5
species,Isoptericola variabilis,3
species,Ralstonia solanacearum,2.97
species,Corynebacterium ulcerans,3.87
species,Ramlibacter tataouinensis,1.67
species,Klebsiella aerogenes,7.99
species,Thermodesulfobacterium geofontis,1
species,Pyrococcus yayanosii,1
species,Treponema paraluiscuniculi,2
species,Vibrio anguillarum,8.93
species,Halopiger xanaduensis,3
species,Thermodesulfatator indicus,2
species,Pseudothermotoga thermarum,1
species,Methanosalsum zhilinae,3
species,Cellulomonas gilvus,2
species,Flexistipes sinusarabici,2
species,Runella slithyformis,2
species,Paenibacillus mucilaginosus,13.75
species,Francisella salina,3
species,Corallococcus macrosporus,3.5
species,Candidatus Moranella endobia,1
species,Candidatus Midichloria mitochondrii,1
species,Brevibacillus laterosporus,11.86
species,Nitrosomonas sp. Is79A3,1
species,Gracilinema caldarium,3
species,Leuconostoc sp. C2,4
species,Weissella koreensis,5
species,Advenella kashmirensis,2
species,Capnocytophaga canimorsus,3
species,Streptomyces xinghaiensis,6
species,Brucella pinnipedialis,3
species,Collimonas fungivorans,3
species,Thermococcus sp. 4557,1
species,Streptococcus pseudopneumoniae,1
species,Borreliella bissettiae,1
species,Cyclobacterium marinum,3
species,Brachyspira intermedia,1
species,Pyrolobus fumarii,1
species,Haloarcula hispanica,3
species,Marichromatium purpuratum,3
species,Flagellimonas ruestringensis,2
species,Mycoplasma putrefaciens,2
species,Enterobacter soli,7
species,Ligilactobacillus ruminis,6
species,Fructilactobacillus sanfranciscensis,8.2
species,Roseburia hominis,4
species,Chloracidobacterium thermophilum,1
species,Micavibrio aeruginosavorus,1
species,Brumicola nitratireducens,4
species,Taylorella asinigenitalis,3
species,Halobiforma lacisalsi,3
species,Thiomicrospira aerophila,2
species,Thioalkalivibrio paradoxus,1
species,Thermobacillus composti,5
species,Thiocystis violascens,3
species,Acidaminococcus intestini,3
species,Pelagibacterium halotolerans,2.33
species,Rhodanobacter denitrificans,2
species,Natronobacterium gregoryi,3
species,Natrinema pellirubrum,3
species,Mycolicibacterium rhodesiae,2
species,Mesorhizobium australicum,2
species,Desulfosporosinus meridiei,11
species,Desulfitobacterium metallireducens,8
species,Blattabacterium sp. (Mastotermes darwiniensis),1
species,Desulfoscipio gibsoniae,8
species,Pseudoxanthomonas spadix,1
species,Pyrobaculum ferrireducens,1
species,Fervidobacterium pennivorans,2
species,Methanothrix harundinacea,1
species,Paenibacillus terrae,9
species,Desulfosporosinus orientis,8
species,Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu,1
species,Thermus sp. CCB_US3_UF1,2
species,Geobacillus thermoleovorans,9.5
species,Azospira oryzae,2
species,Sphaerochaeta pleomorpha,4
species,Owenweeksia hongkongensis,2
species,Staphylococcus argenteus,5.69
species,Pseudomonas ogarae,5
species,Acetivibrio clariflavus,6
species,Actinoplanes sp. SE50/110,6
species,Simkania negevensis,1
species,Streptantibioticus cattleyicolor,6
species,Rickettsia slovaca,1
species,Pediococcus claussenii,4
species,Tannerella forsythia,2
species,Pseudoalteromonas spongiae,7.5
species,Pseudoalteromonas arctica,9
species,Mycoplasma haemocanis,1
species,Enterobacter ludwigii,8.03
species,Flavobacterium columnare,10.93
species,Elizabethkingia anophelis,4.99
species,Klebsiella michiganensis,8
species,Vibrio sp. EJY3,9
species,Frateuria aurantia,4
species,Prevotella dentalis,5
species,Singulisphaera acidiphila,8
species,Spirochaeta africana,3
species,Solitalea canadensis,4
species,Bacillus sp. 1NLA3E,12
species,Sulfurimonas gotlandica,4
species,Oceanimonas sp. GK1,7
species,Niabella soli,2
species,Desulfitobacterium dichloroeliminans,6
species,Desulfitobacterium dehalogenans,6
species,Clostridium sp. BNL1100,8
species,Niastella koreensis,3
species,Thermococcus litoralis,1
species,Wigglesworthia glossinidia,2
species,Acetobacterium woodii,5
species,Gordonia polyisoprenivorans,3
species,Limosilactobacillus mucosae,8
species,Saprospira grandis,3
species,Nocardia brasiliensis,3
species,Methanocella conradii,2
species,Deinococcus gobiensis,5
species,Listeria ivanovii,6
species,Salmonella bongori,7
species,Bartonella clarridgeiae,2
species,Parachlamydia acanthamoebae,3
species,Streptococcus oralis,4.05
species,Novosphingobium sp. PP1Y,3
species,Flavobacterium branchiophilum,3
species,Hyphomicrobium sp. MC1,1
species,Streptococcus salivarius,6.08
species,Mycobacterium canetti,1
species,Desulfosporosinus acidiphilus,9
species,Marinitoga piezophila,3
species,Corallococcus coralloides,3
species,Vibrio cyclitrophicus,13.83
species,Pseudomonas mandelii,6
species,Ignavibacterium album,1
species,Fervidicoccus fontis,1
species,Providencia stuartii,7
species,Helicobacter cetorum,2
species,Bacillus sp. JS,10
species,Methylophaga frappieri,3
species,Methylophaga nitratireducenticrescens,3
species,Prevotella intermedia,4
species,Serratia inhibens,7
species,Streptomyces globisporus,6
species,Mycobacterium sp. MOTT36Y,1
species,Francisella orientalis,2.87
species,Shimwellia blattae,8
species,Burkholderia sp. KJ006,6
species,Blattabacterium sp. (Blaberus giganteus),1
species,Emticicia oligotrophica,2
species,Pyrococcus sp. ST04,1
species,Hydrogenophaga sp. PBC,1
species,Tistrella mobilis,4
species,Thermogladius calderae,1
species,Edwardsiella anguillarum,8.57
species,Sulfurospirillum barnesii,2
species,Alistipes finegoldii,2
species,Aequorivita sublithincola,2
species,Belliella baltica,4
species,Ornithobacterium rhinotracheale,3
species,Bernardetia litoralis,3
species,Thermococcus cleftensis,1
species,Turneriella parva,2
species,Mycolicibacterium chubuense,2
species,Desulfomonile tiedjei,1
species,Lactococcus garvieae,4.68
species,Kitasatospora setae,9
species,Erysipelothrix rhusiopathiae,6
species,Streptococcus pasteurianus,5.83
species,Candidatus Arthromitus sp. SFB-mouse,5.5
species,Microlunatus phosphovorus,1
species,Eggerthella sp. YY7918,2
species,Clostridium sp. SY8519,4
species,Solibacillus silvestris,12
species,Enterococcus hirae,5.96
species,Pelosinus fermentans,9
species,Taylorella equigenitalis,3
species,Mycobacterium paraintracellulare,1
species,Arachnia propionica,2
species,Mycoplasma wenyonii,1
species,Xanthomonas vasicola,2
species,Melioribacter roseus,1
species,Kosakonia radicincitans,7
species,Rhodococcus sp. JVH1,4
species,Streptomyces auratus,6
species,Myxococcus hansupus,4
species,Caldilinea aerophila,2
species,Candidatus Mycoplasma haematolamae,1
species,Natrinema sp. J7-2,3
species,Sphingobium sp. AP49,3
species,Pseudomonas sp. GM17,5
species,Marinobacter sp. BSs20148,3
species,Sphingobium sp. SYK-6,2
species,Pseudogulbenkiania sp. NH8B,8
species,Candidatus Arthromitus sp. SFB-rat-Yit,5
species,Rickettsia japonica,1
species,Tetragenococcus halophilus,5
species,Azospirillum lipoferum,9
species,Rickettsia philipii,1
species,Blastococcus saxobsidens,3
species,Nocardia cyriacigeorgica,3
species,Rickettsia amblyommatis,1
species,Rickettsia rhipicephali,1
species,Selenomonas ruminantium,7
species,Phycisphaera mikurensis,1
species,Rickettsia australis,1
species,Rickettsia montanensis,1
species,Rickettsia parkeri,1
species,Arcobacter sp. L,5
species,Rubrivivax gelatinosus,2.25
species,Bradyrhizobium cosmicum,1
species,Actinoplanes missouriensis,6
species,Leptospirillum ferrooxidans,3
species,Caldisericum exile,1
species,Pararhodospirillum photometricum,1
species,Halobacillus halophilus,7
species,Helicobacter cinaedi,2
species,Enterobacter kobei,7.9
species,Morganella morganii,6.99
species,Aeromonas media,10.05
species,secondary endosymbiont of Ctenarytaina eucalypti,1
species,secondary endosymbiont of Heteropsylla cubana,1
species,Candidatus Portiera aleyrodidarum,1
species,Nocardiopsis alba,5
species,Arthrobacter sp. Rue61a,6
species,Cytobacillus oceanisediminis,11.75
species,Bradyrhizobium sp. CCGE-LA001,1
